Age,DistanceFromHome,JobLevel,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,Attrition
43,2,2,5675,20,7,7,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,0,0
27,5,1,2379,14,6,5,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,1,0
29,20,1,3812,13,11,11,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
32,10,2,4648,13,4,0,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,0,0
42,10,1,2936,22,10,6,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,0,0
47,9,1,2105,12,7,2,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,0,0
46,2,3,8578,14,12,9,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,0,0
28,1,1,2706,15,3,3,Non-Travel,Human Resources,Life Sciences,Male,Human Resources,Divorced,0,0
29,29,2,6384,17,11,7,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,0
42,8,1,3968,13,8,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,0
32,2,2,9907,12,7,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,1,1
46,3,4,13225,12,25,19,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Divorced,0,0
27,23,2,3540,21,9,9,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,0,0
29,6,1,2804,11,1,1,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,0,0
43,6,5,19392,13,21,16,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,0,0
48,10,5,19665,12,29,22,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,0,0
29,24,1,2439,24,1,1,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,1,1
46,10,3,7314,21,14,8,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,0,1
27,15,1,4774,19,8,7,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Married,0,0
39,19,2,3902,14,7,2,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Divorced,0,0
55,2,1,2662,20,19,5,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,0,0
28,3,1,2856,19,1,1,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,0,0
30,9,1,1081,13,1,1,Travel_Rarely,Sales,Medical,Male,Sales Representative,Single,0,1
22,7,1,2472,23,1,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,1,1
36,10,2,5673,13,10,10,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Married,1,0
31,20,2,4197,11,10,10,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,0,0
34,4,3,9713,13,9,5,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,1,0
29,7,1,2062,14,11,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,0
37,7,2,4284,22,16,5,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,1,0
35,16,2,4788,11,4,3,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Married,1,0
45,25,2,5906,13,10,9,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,0
36,2,2,3886,21,10,10,Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Single,0,0
40,1,4,16823,11,22,19,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Divorced,0,0
26,1,1,2933,13,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,1,0
27,2,2,6500,14,9,8,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,0,0
48,22,4,17174,11,24,22,Travel_Frequently,Research & Development,Medical,Female,Manager,Divorced,0,0
44,1,2,5033,15,10,2,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,0,0
34,16,1,2307,23,5,5,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,1,1
56,24,1,2587,16,5,4,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,1
36,17,2,5507,16,12,4,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,0,0
41,8,2,4393,21,14,5,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,0,0
42,6,3,13348,13,18,13,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,0,0
31,10,2,6583,11,8,5,Travel_Rarely,Sales,Medical,Female,Sales Executive,Divorced,1,0
34,3,2,8103,12,9,4,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,1,0
31,4,1,3978,12,4,2,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,0,0
26,6,1,2544,18,8,7,Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Married,0,0
45,1,2,5399,12,12,4,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Single,0,0
33,10,2,5487,14,10,10,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,0,0
28,1,2,6834,12,7,7,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,1,0
29,24,1,1091,17,1,1,Travel_Frequently,Sales,Technical Degree,Male,Sales Representative,Single,0,1
39,21,2,5736,19,10,3,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,0,0
27,2,1,2226,11,6,5,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,0,0
34,22,2,5747,15,16,15,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Married,1,0
28,13,2,9854,11,6,2,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,1,1
47,14,2,5467,18,16,8,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,0,0
56,11,2,5380,16,6,0,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,0,0
39,9,2,5151,25,10,10,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,0,0
38,8,2,2133,16,20,20,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,1,0
58,21,4,17875,13,29,1,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,1,0
32,5,1,2432,14,8,4,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,1,1
38,9,1,4771,19,10,5,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,0,0
49,2,5,19161,15,28,5,Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Married,0,0
42,12,2,5087,12,14,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,1,0
27,22,1,2863,12,1,1,Travel_Frequently,Human Resources,Human Resources,Female,Human Resources,Married,0,1
35,18,2,5561,16,6,5,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,0,0
28,16,1,2144,14,5,5,Non-Travel,Research & Development,Medical,Male,Research Scientist,Single,0,0
31,3,1,3065,13,4,4,Non-Travel,Research & Development,Medical,Male,Research Scientist,Divorced,1,0
36,9,1,2810,22,5,5,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
34,1,3,9888,21,14,14,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,0,0
34,13,3,8628,18,9,8,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,0,0
26,1,1,2867,13,8,7,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,0,0
29,1,2,5373,12,6,5,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,0,0
32,15,2,6667,18,9,5,Non-Travel,Research & Development,Medical,Female,Healthcare Representative,Divorced,0,0
31,1,2,5003,21,10,10,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
28,17,1,2367,12,6,4,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,0,1
38,1,1,2858,14,20,1,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,0,0
35,7,2,5204,11,10,10,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,1,0
27,9,2,4105,14,7,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,0,0
32,5,2,9679,24,8,1,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,0,0
31,26,2,5617,11,10,10,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,1,1
53,24,3,10448,13,15,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,1,1
54,9,2,2897,11,9,4,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,0,0
33,7,2,5968,20,9,9,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,0
43,11,3,7510,17,10,10,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,0,0
38,1,1,2991,11,7,6,Travel_Frequently,Human Resources,Other,Male,Human Resources,Married,1,0
55,26,5,19636,18,35,10,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Married,1,0
31,2,1,1129,11,1,1,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,1,0
39,15,4,13341,12,21,20,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,0,0
42,23,2,4332,12,20,20,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,0,0
31,10,3,11031,20,13,11,Non-Travel,Research & Development,Medical,Female,Research Director,Married,0,0
54,10,2,4440,19,9,5,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,1,0
24,1,2,4617,12,4,4,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,0,0
23,12,1,2647,13,5,5,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,0,0
40,11,2,6323,11,10,10,Travel_Frequently,Research & Development,Technical Degree,Female,Laboratory Technician,Married,0,0
40,2,2,5677,14,15,11,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,0,0
25,2,1,2187,14,6,2,Travel_Rarely,Human Resources,Human Resources,Female,Human Resources,Married,0,0
30,1,1,3748,13,12,12,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
25,2,1,3977,19,7,2,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,1,0
47,25,3,8633,23,25,17,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,0,0
33,1,1,2008,12,1,1,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Divorced,0,0
38,1,2,4440,15,16,15,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,0,0
31,2,1,3067,19,3,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,0,0
38,6,2,5321,11,10,8,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,0,0
42,18,2,5410,17,9,4,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,1,0
41,1,1,2782,22,12,5,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
47,1,3,11957,18,14,13,Non-Travel,Research & Development,Medical,Female,Research Director,Married,0,0
35,11,1,2660,11,5,2,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,1,0
22,1,1,3375,12,4,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,0,0
35,9,2,5098,19,10,10,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,0,0
33,15,2,4878,13,10,9,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,1,0
32,29,1,2837,13,6,6,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,0,0
40,1,1,2406,19,8,1,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
32,1,1,2269,14,3,2,Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,0,0
39,24,2,4108,13,18,7,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,0,0
38,10,3,13206,12,20,18,Travel_Rarely,Research & Development,Medical,Female,Research Director,Married,0,0
32,1,3,10422,19,14,14,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,0,0
37,10,3,13744,25,16,16,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,1,0
25,8,2,4907,22,6,5,Travel_Rarely,Sales,Other,Female,Sales Executive,Divorced,1,0
52,29,1,3482,15,16,9,Non-Travel,Sales,Life Sciences,Male,Sales Representative,Divorced,0,0
44,1,1,2436,12,6,4,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,1,0
21,5,1,2380,11,2,2,Travel_Rarely,Sales,Medical,Male,Sales Representative,Single,1,0
39,9,5,19431,13,21,6,Non-Travel,Research & Development,Life Sciences,Male,Manager,Single,0,0
23,9,1,1790,19,1,1,Travel_Frequently,Sales,Marketing,Male,Sales Representative,Married,0,1
36,3,3,7644,19,10,9,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,0,0
36,4,2,5131,13,18,4,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,0,0
56,1,2,6306,21,13,13,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,0
29,1,1,4787,14,4,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,1,1
42,2,5,18880,11,24,22,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,0,0
56,7,1,2339,11,14,10,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,0,1
41,28,4,13570,23,21,20,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,0
34,28,2,6712,21,8,8,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,0,0
36,15,2,5406,24,15,15,Non-Travel,Sales,Marketing,Male,Sales Executive,Divorced,0,0
41,3,2,8938,11,14,5,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,0,0
32,2,1,2439,14,4,4,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,0,0
35,26,3,8837,16,9,9,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Single,1,0
38,10,2,5343,11,10,10,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,0,0
50,1,2,6728,12,12,6,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Divorced,0,1
36,11,2,6652,13,8,6,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,0,0
45,20,2,4850,15,8,5,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,0,0
40,2,1,2809,14,8,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,0,0
35,18,2,5689,14,10,10,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,1,0
40,2,1,2001,14,20,5,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,0,0
35,1,1,2977,12,4,4,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,0,0
29,13,2,4025,13,10,4,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Married,1,0
29,28,1,3785,14,5,5,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,0,0
50,28,3,10854,13,20,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,1,1
39,24,4,12031,11,21,20,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,0,0
31,5,2,9936,19,10,9,Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Single,0,0
26,5,1,2966,18,5,4,Travel_Rarely,Sales,Other,Female,Sales Representative,Single,0,0
36,23,2,2571,17,17,5,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
39,6,3,9991,15,9,7,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,0,0
27,4,2,6142,20,6,6,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,1,0
49,2,2,5390,14,17,9,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,0,0
34,8,2,4404,12,6,4,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
